C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01193.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01193.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01061.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01061.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01210.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01210.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00021.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00021.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00483.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00483.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00097.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00097.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01191.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01191.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00175.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00175.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00356.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00356.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00324.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00324.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00882.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00882.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01174.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\01174.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00648.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00648.png
C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00645.jpg,C:\Users\Domi\workspace\Monocular-Depth-Estimation\data\_nyu_datasets\00645.png
